,Postcode,Borough,Street,Latitude,Longitude,Coordinates,Clusters
2969,04-783,Wawer,ul. Tadżycka,52.196000000000005,21.1591,"52.196000000000005, 21.1591",4
2970,04-910,Wawer,ul. Techniczna,52.17,21.2247,"52.17, 21.2247",2
2971,04-557,Wawer,ul. Tęczowa,52.2295,21.1456,"52.2295, 21.1456",6
2972,04-618,Wawer,ul. Trawiasta,52.2179,21.1584,"52.2179, 21.1584",6
2973,04-607,Wawer,ul. Trawiasta,52.2232,21.1564,"52.2232, 21.1564",6
2974,04-727,Wawer,ul. Trzykrotki,52.2149,21.1991,"52.2149, 21.1991",3
2975,04-623,Wawer,ul. Tulipanowa,52.2243,21.1715,"52.2243, 21.1715",4
2976,04-752,Wawer,ul. Turkusowa,52.2054,21.1875,"52.2054, 21.1875",3
2977,04-228,Wawer,ul. Tytoniowa,52.2361,21.1311,"52.2361, 21.1311",8
2978,04-614,Wawer,ul. VI Poprzeczna,52.2164,21.1619,"52.2164, 21.1619",4
2979,04-615,Wawer,ul. VII Poprzeczna,52.2148,21.1607,"52.2148, 21.1607",4
2980,04-616,Wawer,ul. VIII Poprzeczna,52.2142,21.1607,"52.2142, 21.1607",4
2981,04-636,Wawer,ul. VIII Poprzeczna,52.2143,21.1626,"52.2143, 21.1626",4
2982,04-921,Wawer,ul. Walcownicza,52.1636,21.219,"52.1636, 21.219",2
2983,04-866,Wawer,ul. Wał Miedzeszyński,52.1734,21.1511,"52.1734, 21.1511",5
2984,04-792,Wawer,ul. Wał Miedzeszyński,52.1796,21.1396,"52.1796, 21.1396",5
2985,04-803,Wawer,ul. Warsztatowa,52.1911,21.1867,"52.1911, 21.1867",1
2986,04-675,Wawer,ul. Wawrzynowa,52.2055,21.1373,"52.2055, 21.1373",5
2987,04-673,Wawer,ul. Wąbrzeska,52.2149,21.131,"52.2149, 21.131",6
2988,04-997,Wawer,ul. Werbeny,52.151,21.2029,"52.151, 21.2029",2
2989,04-524,Wawer,ul. Weselna,52.2366,21.1446,"52.2366, 21.1446",6
2990,04-869,Wawer,ul. Wędkarska,52.1748,21.1515,"52.1748, 21.1515",5
2991,04-680,Wawer,ul. Wiązana,52.2034,21.143,"52.2034, 21.143",5
2992,04-765,Wawer,ul. Wiązana,52.2001,21.1426,"52.2001, 21.1426",5
2993,04-661,Wawer,ul. Widoczna,52.2253,21.1459,"52.2253, 21.1459",6
2994,04-647,Wawer,ul. Widoczna,52.2201,21.1517,"52.2201, 21.1517",6
2995,04-831,Wawer,ul. Wilgi,52.1855,21.1982,"52.1855, 21.1982",1
2996,04-820,Wawer,ul. Wilgi,52.1853,21.2131,"52.1853, 21.2131",2
2997,04-757,Wawer,ul. Wisienki,52.2075,21.2038,"52.2075, 21.2038",3
2998,04-657,Wawer,ul. Władysława IV,52.2147,21.1558,"52.2147, 21.1558",6
2999,04-774,Wawer,ul. Włodzicka,52.2007,21.163,"52.2007, 21.163",4
3000,04-974,Wawer,ul. Włókiennicza,52.1568,21.2102,"52.1568, 21.2102",2
3001,04-970,Wawer,ul. Włókiennicza,52.1616,21.2053,"52.1616, 21.2053",2
3002,04-964,Wawer,ul. Włókiennicza,52.1639,21.2033,"52.1639, 21.2033",2
3003,04-755,Wawer,ul. Wodyńska,52.2077,21.1847,"52.2077, 21.1847",3
3004,04-919,Wawer,ul. Wolna,52.1652,21.2156,"52.1652, 21.2156",2
3005,04-610,Wawer,ul. Wydawnicza,52.2184,21.1559,"52.2184, 21.1559",6
3006,04-601,Wawer,ul. Wydawnicza,52.2231,21.1514,"52.2231, 21.1514",6
3007,04-659,Wawer,ul. Wylotowa,52.2161,21.1482,"52.2161, 21.1482",6
3008,04-638,Wawer,ul. XI Poprzeczna,52.2094,21.1661,"52.2094, 21.1661",4
3009,04-788,Wawer,ul. Zabłudowska,52.1911,21.1483,"52.1911, 21.1483",5
3010,04-625,Wawer,ul. Zalipie,52.2216,21.1671,"52.2216, 21.1671",4
3011,04-642,Wawer,ul. Zambrowska,52.2151,21.1715,"52.2151, 21.1715",4
3012,04-875,Wawer,ul. Zasadowa,52.178999999999995,21.1741,"52.178999999999995, 21.1741",1
3013,04-787,Wawer,ul. Zerzeńska,52.1972,21.1536,"52.1972, 21.1536",5
3014,04-639,Wawer,ul. Zorzy,52.2164,21.1708,"52.2164, 21.1708",4
3015,04-522,Wawer,ul. Związkowa,52.2349,21.1413,"52.2349, 21.1413",8
3016,04-761,Wawer,ul. Zwoleńska,52.1996,21.1487,"52.1996, 21.1487",5
3017,04-810,Wawer,ul. Żarecka,52.1923,21.2052,"52.1923, 21.2052",2
3018,04-713,Wawer,ul. Żegańska,52.2058,21.1749,"52.2058, 21.1749",4
3019,04-775,Wawer,ul. Żonkilowa,52.2004,21.1615,"52.2004, 21.1615",4
3020,04-630,Wawer,ul. Żuławska,52.2216,21.178,"52.2216, 21.178",4
3021,04-843,Wawer,ul. Żwanowiecka,52.1802,21.1987,"52.1802, 21.1987",1
3022,04-849,Wawer,ul. Żwanowiecka,52.1738,21.2052,"52.1738, 21.2052",2
3023,04-756,Wawer,ul. Życzyńska,52.2084,21.1847,"52.2084, 21.1847",3
3024,02-972,Wilanów,al. Rzeczypospolitej,52.1615,21.0723,"52.1615, 21.0723",38
3025,02-999,Wilanów,ul. A. Gieysztora,52.1603,21.0816,"52.1603, 21.0816",38
3026,02-969,Wilanów,ul. Andrutowa,52.1258,21.0999,"52.1258, 21.0999",39
3027,02-995,Wilanów,ul. Bazyliowa,52.1427,21.1394,"52.1427, 21.1394",39
3028,02-946,Wilanów,ul. Biedronki,52.17100000000001,21.088,"52.17100000000001, 21.088",38
3029,02-959,Wilanów,ul. Biedronki,52.1747,21.0846,"52.1747, 21.0846",38
3030,02-965,Wilanów,ul. Biwakowa,52.1595,21.0919,"52.1595, 21.0919",38
3031,02-967,Wilanów,ul. Brodzik,52.1575,21.0919,"52.1575, 21.0919",38
3032,02-994,Wilanów,ul. Bruzdowa,52.1453,21.1382,"52.1453, 21.1382",39
3033,02-991,Wilanów,ul. Bruzdowa,52.1684,21.1167,"52.1684, 21.1167",39
3034,02-951,Wilanów,ul. Chorągwi Pancernej,52.1732,21.0836,"52.1732, 21.0836",38
3035,02-997,Wilanów,ul. Czarna,52.1487,21.1159,"52.1487, 21.1159",39
3036,02-998,Wilanów,ul. Dobrodzieja,52.1327,21.1155,"52.1327, 21.1155",39
3037,02-964,Wilanów,ul. Europejska,52.1568,21.0944,"52.1568, 21.0944",38
3038,02-988,Wilanów,ul. Glebowa,52.1722,21.1126,"52.1722, 21.1126",39
3039,02-966,Wilanów,ul. Grabalówki,52.1565,21.0995,"52.1565, 21.0995",38
3040,02-996,Wilanów,ul. Grabalówki,52.1392,21.1329,"52.1392, 21.1329",39
3041,02-956,Wilanów,ul. Gubinowska,52.1734,21.0744,"52.1734, 21.0744",38
3042,02-989,Wilanów,ul. Hektarowa,52.1688,21.11,"52.1688, 21.11",39
3043,02-960,Wilanów,ul. Janczarów,52.1692,21.0876,"52.1692, 21.0876",38
3044,02-962,Wilanów,ul. K. Kieślowskiego,52.1514,21.0887,"52.1514, 21.0887",38
3045,02-948,Wilanów,ul. Kosiarzy,52.1711,21.0862,"52.1711, 21.0862",38
3046,02-953,Wilanów,ul. Kosiarzy,52.17,21.0794,"52.17, 21.0794",38
3047,02-971,Wilanów,ul. Kwitnącej Łąki,52.1213,21.0983,"52.1213, 21.0983",39
3048,02-968,Wilanów,ul. Ł. Drewny,52.1288,21.1032,"52.1288, 21.1032",39
3049,02-950,Wilanów,ul. Łowcza,52.176,21.0771,"52.176, 21.0771",38
3050,02-955,Wilanów,ul. Łowcza,52.1747,21.0736,"52.1747, 21.0736",38
3051,02-947,Wilanów,ul. Łucznicza,52.174,21.0886,"52.174, 21.0886",38
3052,02-982,Wilanów,ul. Łucznicza,52.1803,21.0884,"52.1803, 21.0884",40
3053,02-992,Wilanów,ul. Metryczna,52.1634,21.1189,"52.1634, 21.1189",39
3054,02-993,Wilanów,ul. Nad Wilanówką,52.1595,21.1173,"52.1595, 21.1173",39
3055,02-949,Wilanów,ul. Ostra,52.1746,21.0825,"52.1746, 21.0825",38
3056,02-748,Wilanów,ul. Rzodkiewki,52.1671,21.0542,"52.1671, 21.0542",42
3057,02-958,Wilanów,ul. S. Kostki Potockiego,52.1637,21.0877,"52.1637, 21.0877",38
3058,02-987,Wilanów,ul. Syta,52.1733,21.1052,"52.1733, 21.1052",39
3059,02-952,Wilanów,ul. Wiertnicza,52.1741,21.0786,"52.1741, 21.0786",38
3060,02-963,Wilanów,ul. Z. Vogla,52.16,21.0904,"52.16, 21.0904",38
3061,02-990,Wilanów,ul. Z. Vogla,52.1626,21.1026,"52.1626, 21.1026",38
3062,02-970,Wilanów,ul. Zapłocie,52.1289,21.094,"52.1289, 21.094",39
3063,02-157,Włochy,al. Dwudziestolatków,52.1932,20.9675,"52.1932, 20.9675",14
3064,02-486,Włochy,Al. Jerozolimskie,52.198,20.9288,"52.198, 20.9288",10
3065,02-284,Włochy,al. Krakowska,52.166000000000004,20.9339,"52.166000000000004, 20.9339",13
3066,02-256,Włochy,al. Krakowska,52.1767,20.9466,"52.1767, 20.9466",13
3067,02-180,Włochy,al. Krakowska,52.1814,20.9486,"52.1814, 20.9486",13
3068,02-183,Włochy,al. Krakowska,52.1672,20.9334,"52.1672, 20.9334",13
3069,02-254,Włochy,al. Krakowska,52.1831,20.9522,"52.1831, 20.9522",14
3070,02-219,Włochy,al. Krakowska,52.1875,20.9563,"52.1875, 20.9563",14
3071,02-133,Włochy,al. Krakowska,52.1946,20.9613,"52.1946, 20.9613",14
3072,02-210,Włochy,al. Krakowska,52.1934,20.9616,"52.1934, 20.9616",14
3073,02-134,Włochy,ul. 1 Sierpnia,52.1938,20.9716,"52.1938, 20.9716",14
3074,02-148,Włochy,ul. 17 Stycznia,52.1792,20.976999999999997,"52.1792, 20.976999999999997",14
3075,02-146,Włochy,ul. 17 Stycznia,52.1838,20.9637,"52.1838, 20.9637",14
3076,02-298,Włochy,ul. A. Struga,52.1672,20.927,"52.1672, 20.927",13
3077,02-287,Włochy,ul. Aksamitna,52.176,20.9288,"52.176, 20.9288",13
3078,02-488,Włochy,ul. Akurat,52.2014,20.9172,"52.2014, 20.9172",10
3079,02-211,Włochy,ul. Analityczna,52.1949,20.9576,"52.1949, 20.9576",14
3080,02-154,Włochy,ul. Astronautów,52.1832,20.9746,"52.1832, 20.9746",14
3081,02-437,Włochy,ul. Atlasowa,52.2119,20.9128,"52.2119, 20.9128",10
3082,02-293,Włochy,ul. B. Gidzińskiego,52.1729,20.9293,"52.1729, 20.9293",13
3083,02-482,Włochy,ul. Batalionu AK „Włochy”,52.2011,20.9106,"52.2011, 20.9106",10
3084,02-179,Włochy,ul. Bogucicka,52.178000000000004,20.9802,"52.178000000000004, 20.9802",14
3085,02-479,Włochy,ul. Bolesława Chrobrego,52.2029,20.9151,"52.2029, 20.9151",10
3086,02-213,Włochy,ul. Borsucza,52.1945,20.9558,"52.1945, 20.9558",14
3087,02-257,Włochy,ul. Boryny,52.185,20.9515,"52.185, 20.9515",14
3088,02-469,Włochy,ul. Bratnia,52.206,20.9257,"52.206, 20.9257",10
3089,02-460,Włochy,ul. Budki Szczęśliwickie,52.208,20.9372,"52.208, 20.9372",10
3090,02-267,Włochy,ul. Buńczuk,52.178999999999995,20.9415,"52.178999999999995, 20.9415",13
3091,02-471,Włochy,ul. Cegielniana,52.2079,20.9249,"52.2079, 20.9249",10
3092,02-271,Włochy,ul. Centralna,52.178000000000004,20.9393,"52.178000000000004, 20.9393",13
3093,02-453,Włochy,ul. Chylońska,52.2117,20.9345,"52.2117, 20.9345",10
3094,02-439,Włochy,ul. Cienista,52.2079,20.9137,"52.2079, 20.9137",10
3095,02-492,Włochy,ul. Cietrzewia,52.2033,20.9224,"52.2033, 20.9224",10
3096,02-443,Włochy,ul. Ciszewska,52.2088,20.9154,"52.2088, 20.9154",10
3097,02-401,Włochy,ul. Cykady,52.2046,20.9061,"52.2046, 20.9061",12
3098,02-265,Włochy,ul. Cyprysowa,52.1803,20.9431,"52.1803, 20.9431",13
3099,02-466,Włochy,ul. Cz. Kłosia,52.2068,20.9203,"52.2068, 20.9203",10
3100,02-446,Włochy,ul. Cz. Kłosia,52.2118,20.9171,"52.2118, 20.9171",10
3101,02-150,Włochy,ul. Cz. Tańskiego,52.1832,20.9766,"52.1832, 20.9766",14
3102,02-169,Włochy,ul. Czardasza,52.1912,20.9627,"52.1912, 20.9627",14
3103,02-456,Włochy,ul. Czereśniowa,52.2019,20.9296,"52.2019, 20.9296",10
3104,02-457,Włochy,ul. Czereśniowa,52.2003,20.9277,"52.2003, 20.9277",10
3105,02-459,Włochy,ul. Czółenkowa,52.2107,20.9349,"52.2107, 20.9349",10
3106,02-277,Włochy,ul. Daleszycka,52.1865,20.9315,"52.1865, 20.9315",13
3107,02-413,Włochy,ul. Dekarska,52.2065,20.8991,"52.2065, 20.8991",12
3108,02-490,Włochy,ul. Denarowa,52.2013,20.9201,"52.2013, 20.9201",10
3109,02-270,Włochy,ul. Długopolska,52.1773,20.9411,"52.1773, 20.9411",13
3110,02-452,Włochy,ul. Drukarzy,52.2093,20.9268,"52.2093, 20.9268",10
3111,02-411,Włochy,ul. Dymna,52.2052,20.8964,"52.2052, 20.8964",12
3112,02-234,Włochy,ul. Działkowa,52.1785,20.9319,"52.1785, 20.9319",13
3113,02-454,Włochy,ul. Dziupli,52.208,20.9288,"52.208, 20.9288",10
3114,02-424,Włochy,ul. Dziupli,52.2094,20.9014,"52.2094, 20.9014",12
3115,02-290,Włochy,ul. Dzwonkowa,52.175,20.9268,"52.175, 20.9268",13
3116,02-295,Włochy,ul. Emaliowa,52.1672,20.9286,"52.1672, 20.9286",13
3117,02-149,Włochy,ul. F. Hynka,52.1854,20.9728,"52.1854, 20.9728",14
3118,02-408,Włochy,ul. F. Szuberta,52.206,20.9,"52.206, 20.9",12
3119,02-425,Włochy,ul. F. Szuberta,52.2101,20.9018,"52.2101, 20.9018",12
3120,02-217,Włochy,ul. Fajansowa,52.1956,20.9531,"52.1956, 20.9531",14
3121,02-299,Włochy,ul. Finałowa,52.1661,20.9254,"52.1661, 20.9254",13
3122,02-431,Włochy,ul. Flagowa,52.208999999999996,20.9051,"52.208999999999996, 20.9051",12
3123,02-406,Włochy,ul. Fraszki,52.205,20.9017,"52.205, 20.9017",12
3124,02-417,Włochy,ul. Galaktyki,52.2087,20.9035,"52.2087, 20.9035",12
3125,02-246,Włochy,ul. Geologiczna,52.1899,20.9553,"52.1899, 20.9553",14
3126,02-412,Włochy,ul. Gęślarska,52.2053,20.8979,"52.2053, 20.8979",12
3127,02-436,Włochy,ul. Globusowa,52.2084,20.9145,"52.2084, 20.9145",10
3128,02-172,Włochy,ul. Gładka,52.1873,20.9593,"52.1873, 20.9593",14
3129,02-215,Włochy,ul. Głuszycka,52.1946,20.9567,"52.1946, 20.9567",14
3130,01-253,Włochy,ul. Gniewkowska,52.2169,20.9328,"52.2169, 20.9328",23
3131,02-458,Włochy,ul. Gryczana,52.2091,20.9336,"52.2091, 20.9336",10
3132,02-216,Włochy,ul. Hejnałowa,52.1957,20.9541,"52.1957, 20.9541",14
3133,02-195,Włochy,ul. Hipolitowo,52.1619,20.9351,"52.1619, 20.9351",13
3134,02-191,Włochy,ul. Hipotezy,52.1645,20.9336,"52.1645, 20.9336",13
3135,02-489,Włochy,ul. Husarska,52.2008,20.9191,"52.2008, 20.9191",10
3136,02-135,Włochy,ul. Iłżecka,52.1881,20.9853,"52.1881, 20.9853",44
3137,02-237,Włochy,ul. Instalatorów,52.1977,20.9536,"52.1977, 20.9536",14
3138,02-159,Włochy,ul. J. G. Bennetta,52.1669,20.9828,"52.1669, 20.9828",44
3139,02-415,Włochy,ul. J. I. Kraszewskiego,52.2075,20.8963,"52.2075, 20.8963",12
3140,02-240,Włochy,ul. Jakobinów,52.1871,20.9439,"52.1871, 20.9439",13
3141,02-259,Włochy,ul. Jamińska,52.1845,20.9511,"52.1845, 20.9511",14
3142,02-264,Włochy,ul. Janiszowska,52.1809,20.9437,"52.1809, 20.9437",13
3143,02-188,Włochy,ul. Janka Muzykanta,52.1641,20.9347,"52.1641, 20.9347",13
3144,02-228,Włochy,ul. Jantar,52.1967,20.9356,"52.1967, 20.9356",10
3145,02-230,Włochy,ul. Jutrzenki,52.1841,20.9236,"52.1841, 20.9236",13
3146,02-231,Włochy,ul. Jutrzenki,52.1961,20.9323,"52.1961, 20.9323",10
3147,02-288,Włochy,ul. K. Kolumba,52.1741,20.929000000000002,"52.1741, 20.929000000000002",13
3148,02-152,Włochy,ul. K. Zarankiewicza,52.1829,20.9747,"52.1829, 20.9747",14
3149,02-294,Włochy,ul. Katalogowa,52.1696,20.9271,"52.1696, 20.9271",13
3150,02-249,Włochy,ul. Kazimierza Wielkiego,52.1894,20.9544,"52.1894, 20.9544",14
3151,02-198,Włochy,ul. Kinetyczna,52.1531,20.9552,"52.1531, 20.9552",13
3152,02-485,Włochy,ul. Kleszczowa,52.1988,20.9185,"52.1988, 20.9185",10
3153,02-286,Włochy,ul. Klinowa,52.1681,20.9323,"52.1681, 20.9323",13
3154,02-242,Włochy,ul. Kolneńska,52.1908,20.9441,"52.1908, 20.9441",14
3155,02-438,Włochy,ul. Koziorożca,52.2112,20.9087,"52.2112, 20.9087",12
3156,02-255,Włochy,ul. Krakowiaków,52.1876,20.9464,"52.1876, 20.9464",13
3157,02-493,Włochy,ul. Krańcowa,52.2002,20.9258,"52.2002, 20.9258",10
3158,02-404,Włochy,ul. ks. J. Chrościckiego,52.2067,20.9089,"52.2067, 20.9089",12
3159,02-421,Włochy,ul. ks. J. Chrościckiego,52.2084,20.9016,"52.2084, 20.9016",12
3160,02-414,Włochy,ul. ks. J. Chrościckiego,52.2084,20.8985,"52.2084, 20.8985",12
3161,02-296,Włochy,ul. Kurzawska,52.1663,20.9302,"52.1663, 20.9302",13
3162,02-416,Włochy,ul. Latarnika,52.207,20.8977,"52.207, 20.8977",12
3163,02-423,Włochy,ul. Latarnika,52.2103,20.899,"52.2103, 20.899",12
3164,02-156,Włochy,ul. Lechicka,52.1915,20.9662,"52.1915, 20.9662",14
3165,02-239,Włochy,ul. Leonidasa,52.1849,20.943,"52.1849, 20.943",13
3166,02-155,Włochy,ul. Leżajska,52.1917,20.9733,"52.1917, 20.9733",14
3167,02-480,Włochy,ul. Łamana,52.2041,20.9134,"52.2041, 20.9134",10
3168,02-250,Włochy,ul. Łobeska,52.1889,20.9557,"52.1889, 20.9557",14
3169,02-232,Włochy,ul. Łopuszańska,52.1948,20.9356,"52.1948, 20.9356",10
3170,02-220,Włochy,ul. Łopuszańska,52.1918,20.9499,"52.1918, 20.9499",14
3171,02-434,Włochy,ul. Łuczek,52.2086,20.9087,"52.2086, 20.9087",12
3172,02-181,Włochy,ul. Maciejki,52.176,20.9466,"52.176, 20.9466",13
3173,02-272,Włochy,ul. Malownicza,52.1776,20.9402,"52.1776, 20.9402",13
3174,02-189,Włochy,ul. Matematyczna,52.1687,20.9371,"52.1687, 20.9371",13
3175,02-258,Włochy,ul. Materii,52.1855,20.9498,"52.1855, 20.9498",14
3176,02-455,Włochy,ul. Mikołajska,52.2068,20.9292,"52.2068, 20.9292",10
3177,02-487,Włochy,ul. Milanowska,52.2031,20.9166,"52.2031, 20.9166",10
3178,02-274,Włochy,ul. Mineralna,52.1764,20.9346,"52.1764, 20.9346",13
3179,02-276,Włochy,ul. Minutowa,52.1834,20.93,"52.1834, 20.93",13
3180,02-238,Włochy,ul. Modularna,52.1836,20.9374,"52.1836, 20.9374",13
3181,02-281,Włochy,ul. Municypalna,52.1815,20.9227,"52.1815, 20.9227",13
3182,02-273,Włochy,ul. Muszkieterów,52.1798,20.9389,"52.1798, 20.9389",13
3183,02-197,Włochy,ul. Na Skraju,52.1597,20.9418,"52.1597, 20.9418",13
3184,02-214,Włochy,ul. Nadziei,52.1954,20.9567,"52.1954, 20.9567",14
3185,02-224,Włochy,ul. Narożna,52.192,20.9536,"52.192, 20.9536",14
3186,02-241,Włochy,ul. Nasienna,52.1908,20.9425,"52.1908, 20.9425",14
3187,02-441,Włochy,ul. Nastrojowa,52.2104,20.9167,"52.2104, 20.9167",10
3188,02-463,Włochy,ul. Naukowa,52.2058,20.9334,"52.2058, 20.9334",10
3189,02-442,Włochy,ul. Nike,52.2111,20.9166,"52.2111, 20.9166",10
3190,02-447,Włochy,ul. Nike,52.2109,20.919,"52.2109, 20.919",10
3191,02-427,Włochy,ul. Notecka,52.2113,20.9031,"52.2113, 20.9031",12
3192,02-279,Włochy,ul. Obotrycka,52.1806,20.9309,"52.1806, 20.9309",13
3193,02-435,Włochy,ul. Obrońców Pokoju,52.208,20.909000000000002,"52.208, 20.909000000000002",12
3194,02-409,Włochy,ul. Obywatelska,52.2069,20.8947,"52.2069, 20.8947",12
3195,02-164,Włochy,ul. Ogrodników,52.1509,20.9655,"52.1509, 20.9655",13
3196,02-244,Włochy,ul. Orzechowa,52.1901,20.9452,"52.1901, 20.9452",14
3197,02-467,Włochy,ul. Owalna,52.2066,20.9217,"52.2066, 20.9217",10
3198,02-260,Włochy,ul. P. Lipowczana,52.1849,20.9471,"52.1849, 20.9471",13
3199,02-147,Włochy,ul. Paluch,52.1567,20.9589,"52.1567, 20.9589",13
3200,02-494,Włochy,ul. Pana Tadeusza,52.1987,20.9224,"52.1987, 20.9224",10
3201,02-445,Włochy,ul. Parowcowa,52.2136,20.9147,"52.2136, 20.9147",10
3202,02-440,Włochy,ul. Parowcowa,52.2128,20.9145,"52.2128, 20.9145",10
3203,02-280,Włochy,ul. Perlonowa,52.1837,20.9298,"52.1837, 20.9298",13
3204,02-403,Włochy,ul. Pianistów,52.2061,20.9068,"52.2061, 20.9068",12
3205,02-400,Włochy,ul. Piątkowska,52.2032,20.8997,"52.2032, 20.8997",12
3206,02-175,Włochy,ul. Pilchowicka,52.1858,20.9587,"52.1858, 20.9587",14
3207,02-449,Włochy,ul. Plastyczna,52.2093,20.9203,"52.2093, 20.9203",10
3208,02-470,Włochy,ul. Płużańska,52.2074,20.9253,"52.2074, 20.9253",10
3209,02-221,Włochy,ul. Podborska,52.1917,20.9564,"52.1917, 20.9564",14
3210,02-285,Włochy,ul. Pograniczna,52.1731,20.9273,"52.1731, 20.9273",13
3211,02-196,Włochy,ul. Popas,52.1608,20.9405,"52.1608, 20.9405",13
3212,02-473,Włochy,ul. Popularna,52.2041,20.9234,"52.2041, 20.9234",10
3213,02-226,Włochy,ul. Popularna,52.1989,20.9377,"52.1989, 20.9377",10
3214,02-225,Włochy,ul. Porcelanowa,52.1943,20.9461,"52.1943, 20.9461",14
3215,02-448,Włochy,ul. Potrzebna,52.21,20.9206,"52.21, 20.9206",10
3216,02-428,Włochy,ul. Promienista,52.2103,20.9015,"52.2103, 20.9015",12
3217,02-262,Włochy,ul. Prudnicka,52.1821,20.9436,"52.1821, 20.9436",13
3218,02-433,Włochy,ul. Przednia,52.211000000000006,20.9076,"52.211000000000006, 20.9076",12
3219,02-407,Włochy,ul. Przepiórki,52.2037,20.9,"52.2037, 20.9",12
3220,02-410,Włochy,ul. Przepiórki,52.2043,20.8963,"52.2043, 20.8963",12
3221,02-402,Włochy,ul. Przyłęcka,52.2052,20.9077,"52.2052, 20.9077",12
3222,02-137,Włochy,ul. Radarowa,52.1891,20.9641,"52.1891, 20.9641",14
3223,02-292,Włochy,ul. Rebusowa,52.1735,20.9199,"52.1735, 20.9199",13
3224,02-261,Włochy,ul. Robotnicza,52.1813,20.9465,"52.1813, 20.9465",13
3225,02-235,Włochy,ul. Równoległa,52.1982,20.9415,"52.1982, 20.9415",10
3226,02-182,Włochy,ul. Ruchliwa,52.1751,20.9471,"52.1751, 20.9471",13
3227,02-405,Włochy,ul. Rybnicka,52.2052,20.9045,"52.2052, 20.9045",12
3228,02-432,Włochy,ul. Rybnicka,52.2105,20.9083,"52.2105, 20.9083",12
3229,02-483,Włochy,ul. Ryżowa,52.1979,20.9108,"52.1979, 20.9108",10
3230,02-153,Włochy,ul. S. Drzewieckiego,52.1829,20.9733,"52.1829, 20.9733",14
3231,02-174,Włochy,ul. Sabały,52.1889,20.959,"52.1889, 20.959",14
3232,02-283,Włochy,ul. Salomejska,52.1855,20.9191,"52.1855, 20.9191",13
3233,02-263,Włochy,ul. Saperów,52.1822,20.9429,"52.1822, 20.9429",13
3234,02-282,Włochy,ul. Scholastyków,52.184,20.921999999999997,"52.184, 20.921999999999997",13
3235,02-178,Włochy,ul. Sekundowa,52.184,20.9586,"52.184, 20.9586",14
3236,02-233,Włochy,ul. Serwituty,52.1859,20.929000000000002,"52.1859, 20.929000000000002",13
3237,02-269,Włochy,ul. Skibicka,52.1772,20.9426,"52.1772, 20.9426",13
3238,02-481,Włochy,ul. Sklepowa,52.2058,20.9092,"52.2058, 20.9092",12
3239,02-465,Włochy,ul. Składowa,52.206,20.9179,"52.206, 20.9179",10
3240,02-170,Włochy,ul. Słowicza,52.1892,20.9627,"52.1892, 20.9627",14
3241,02-142,Włochy,ul. Solińska,52.1917,20.9751,"52.1917, 20.9751",14
3242,02-248,Włochy,ul. Startowa,52.1892,20.9529,"52.1892, 20.9529",14
3243,02-252,Włochy,ul. Stokrotki,52.188,20.9553,"52.188, 20.9553",14
3244,02-136,Włochy,ul. Strubiczów,52.1936,20.9634,"52.1936, 20.9634",14
3245,02-139,Włochy,ul. Sulmierzycka,52.192,20.971,"52.192, 20.971",14
3246,02-266,Włochy,ul. Sycowska,52.1797,20.9428,"52.1797, 20.9428",13
3247,02-450,Włochy,ul. Sympatyczna,52.2098,20.9202,"52.2098, 20.9202",10
3248,02-151,Włochy,ul. Szybowcowa,52.1819,20.9753,"52.1819, 20.9753",14
3249,02-472,Włochy,ul. Śląska,52.2053,20.921999999999997,"52.2053, 20.921999999999997",10
3250,02-462,Włochy,ul. Śląska,52.2039,20.9282,"52.2039, 20.9282",10
3251,02-229,Włochy,ul. Światowa,52.1959,20.9345,"52.1959, 20.9345",10
3252,02-168,Włochy,ul. Tapicerska,52.187,20.9594,"52.187, 20.9594",14
3253,02-468,Włochy,ul. Techników,52.2063,20.9245,"52.2063, 20.9245",10
3254,02-491,Włochy,ul. Tomnicka,52.2031,20.919,"52.2031, 20.919",10
3255,02-165,Włochy,ul. Trapez,52.1911,20.9618,"52.1911, 20.9618",14
3256,02-278,Włochy,ul. Trzos,52.1827,20.9306,"52.1827, 20.9306",13
3257,02-430,Włochy,ul. Tumska,52.2101,20.9055,"52.2101, 20.9055",12
3258,02-419,Włochy,ul. Urszuli,52.2091,20.903000000000002,"52.2091, 20.903000000000002",12
3259,02-426,Włochy,ul. Urszuli,52.21,20.9038,"52.21, 20.9038",12
3260,02-141,Włochy,ul. Ustrzycka,52.1923,20.9733,"52.1923, 20.9733",14
3261,02-223,Włochy,ul. Wagonowa,52.1925,20.9551,"52.1925, 20.9551",14
3262,02-451,Włochy,ul. Wałowicka,52.2102,20.9162,"52.2102, 20.9162",10
3263,02-173,Włochy,ul. Węgorzewska,52.1899,20.9627,"52.1899, 20.9627",14
3264,02-145,Włochy,ul. Wirażowa,52.1794,20.9837,"52.1794, 20.9837",14
3265,02-158,Włochy,ul. Wirażowa,52.1573,20.9847,"52.1573, 20.9847",44
3266,02-186,Włochy,ul. Wykusz,52.1674,20.9436,"52.1674, 20.9436",13
3267,02-227,Włochy,ul. Zagadki,52.1973,20.9357,"52.1973, 20.9357",10
3268,02-194,Włochy,ul. Zbiorowa,52.1618,20.9383,"52.1618, 20.9383",13
3269,01-016,Wola,al. „Solidarności”,52.2393,20.9841,"52.2393, 20.9841",32
